loc,TS,T2M,QV2M,RH2M,T2MDEW,T2MWET,GWETTOP,T2M_MAX,T2M_MIN,GWETPROF,GWETROOT,CLOUD_AMT,T2M_RANGE,PRECTOTCORR,ALLSKY_SFC_LW_DWN
BATANES,26.83771739130435,26.05217391304348,17.16989130434783,81.71076086956522,22.676304347826086,24.364456521739132,0.856195652173913,26.39771739130435,25.675217391304347,0.7999999999999999,0.8395652173913043,73.50760869565217,0.7231521739130435,4.49858695652174,416.3020652173913
BATANGAS,26.07108695652174,25.747934782608695,18.39054347826087,88.22369565217392,23.50663043478261,24.62728260869565,0.9106521739130435,29.147065217391308,23.481195652173913,0.9025,0.93,71.11934782608695,5.6664130434782605,7.909021739130435,417.5702173913043
BENGUET,22.883804347826086,22.82597826086956,15.93695652173913,85.5104347826087,20.114239130434783,21.469782608695652,0.8872826086956521,26.99554347826087,19.519565217391303,0.9279347826086957,0.9018478260869565,57.80380434782609,7.475869565217391,4.251086956521739,400.19641304347823
BILIRAN,28.405652173913044,27.722826086956523,19.01141304347826,81.59565217391305,24.241195652173914,25.982065217391302,0.8940217391304348,29.304891304347827,26.425434782608693,0.8810869565217392,0.9232608695652174,76.03978260869565,2.879891304347826,7.205108695652174,421.1247826086957
BOHOL,27.750326086956523,27.356086956521743,19.101847826086956,83.73163043478262,24.320108695652173,25.838043478260868,0.917608695652174,29.23141304347826,25.83869565217391,0.9164130434782609,0.9415217391304348,75.10184782608695,3.393478260869565,6.090108695652174,422.7904347826087
BUKIDNON,22.110869565217392,21.998695652173915,15.879456521739131,87.97467391304347,19.7475,20.873260869565218,0.8944565217391305,26.11663043478261,18.885217391304348,0.9207608695652175,0.8898913043478262,83.22891304347827,7.230652173913044,5.187391304347826,412.6327173913043
BULACAN,25.256521739130434,25.07532608695652,17.882934782608697,88.30847826086956,22.858478260869564,23.96728260869565,0.8970652173913044,28.6275,22.795217391304345,0.8686956521739131,0.9055434782608696,73.25380434782609,5.833260869565217,6.847608695652174,408.2167391304348
CAGAYAN,25.241847826086957,25.025652173913045,17.502065217391305,87.72782608695653,22.723369565217393,23.874673913043477,0.928804347826087,28.340000000000003,23.02641304347826,0.9172826086956521,0.9516304347826087,73.96097826086957,5.312608695652174,11.749347826086957,414.26336956521743
CAMARINES NORTE,26.983478260869564,26.719347826086956,18.61663043478261,84.42358695652175,23.834021739130435,25.277173913043477,0.9490217391304349,28.691521739130433,25.146521739130435,0.9483695652173914,0.9771739130434781,80.36423913043478,3.5455434782608695,10.526847826086957,424.0798913043478
CAMARINES SUR,27.34641304347826,27.083478260869562,18.702391304347824,83.45489130434783,23.980978260869566,25.532065217391303,0.9296739130434782,29.36565217391304,25.323478260869567,0.9156521739130434,0.9536956521739129,67.41760869565218,4.041847826086957,9.348260869565218,415.57554347826084
CAMIGUIN,27.639782608695654,26.782608695652176,18.514891304347827,82.61163043478261,23.52608695652174,25.153260869565216,0.8132608695652175,28.57630434782609,25.42815217391304,0.795,0.7920652173913044,75.10184782608695,3.1473913043478263,5.177826086956522,422.7904347826087
CAPIZ,26.69663043478261,26.492065217391303,18.956847826086957,86.90391304347825,24.08641304347826,25.28967391304348,0.9445652173913044,28.69695652173913,24.8775,0.9348913043478262,0.9656521739130435,75.24945652173913,3.820108695652174,10.704891304347827,418.2091304347826
CATANDUANES,28.549565217391304,27.906630434782606,19.291630434782608,82.0011956521739,24.547826086956523,26.227608695652176,0.9526086956521739,28.500434782608696,27.316195652173914,0.9501086956521739,0.9751086956521738,68.12836956521738,1.1848913043478262,12.971739130434784,419.35934782608695
CAVITE,27.872173913043476,27.090434782608696,18.582826086956523,82.65380434782608,23.817282608695653,25.45413043478261,0.8841304347826088,29.35358695652174,25.251956521739128,0.863695652173913,0.893695652173913,66.58565217391305,4.101195652173913,4.432608695652174,418.9944565217391
CEBU,27.63586956521739,27.16576086956522,19.18695652173913,84.60782608695652,24.32913043478261,25.74836956521739,0.9192391304347826,28.78032608695652,25.843695652173913,0.9217391304347826,0.9552173913043478,74.4720652173913,2.9364130434782605,7.464782608695652,408.37347826086955
COTABATO,24.15869565217391,24.134021739130436,17.03663043478261,86.50771739130435,21.57195652173913,22.852717391304346,0.8600000000000001,28.294456521739132,20.883695652173913,0.8961956521739131,0.8481521739130435,73.48163043478262,7.411304347826087,5.303478260869565,399.3925
DAVAO DE ORO,25.02945652173913,24.320108695652173,17.128260869565217,85.90554347826087,21.67782608695652,22.999021739130434,0.8965217391304349,27.47076086956522,21.95413043478261,0.9075,0.9114130434782608,75.35239130434783,5.515326086956522,7.510217391304349,399.56771739130437
DAVAO DEL NORTE,26.49815217391304,26.600978260869564,18.030217391304348,83.13391304347826,23.080434782608698,24.841521739130435,0.8825,31.71336956521739,22.982717391304345,0.9180434782608696,0.8768478260869565,75.49978260869565,8.730108695652174,6.9799999999999995,402.8289130434783
DAVAO DEL SUR,28.4475,27.820652173913043,18.230760869565216,77.49467391304348,23.437826086956523,25.629565217391306,0.857608695652174,29.775000000000002,26.30826086956522,0.8257608695652173,0.866304347826087,68.6086956521739,3.467608695652174,5.939782608695652,409.6436956521739
DAVAO OCCIDENTAL,28.4475,27.820652173913043,18.230760869565216,77.49467391304348,23.437826086956523,25.629565217391306,0.857608695652174,29.775000000000002,26.30826086956522,0.8257608695652173,0.866304347826087,68.6086956521739,3.467608695652174,5.939782608695652,409.6436956521739
DAVAO ORIENTAL,27.801956521739132,26.901847826086954,18.245978260869567,80.97195652173913,23.31086956521739,25.10641304347826,0.8666304347826087,28.772934782608697,25.396413043478265,0.8673913043478261,0.8768478260869565,75.35239130434783,3.376304347826087,9.929782608695653,399.56771739130437
DINAGAT ISLANDS,28.124782608695654,27.58891304347826,19.214673913043477,83.37326086956521,24.446304347826086,26.016413043478263,0.8432608695652174,29.398478260869563,26.421847826086957,0.8306521739130435,0.8214130434782608,75.07836956521739,2.9765217391304346,8.611304347826087,419.94195652173914
EASTERN SAMAR,28.770108695652173,28.120978260869567,19.41945652173913,81.62271739130435,24.675108695652174,26.397391304347824,0.9045652173913044,28.90380434782609,27.39282608695652,0.8979347826086956,0.9344565217391304,70.65304347826087,1.5113043478260868,8.426304347826088,418.41228260869565
GUIMARAS,27.9975,27.58836956521739,19.379021739130437,83.82913043478261,24.587065217391306,26.08684782608696,0.9053260869565218,29.023369565217394,26.44326086956522,0.8939130434782608,0.9260869565217391,73.01304347826087,2.5811956521739132,7.90858695652174,421.14021739130436
IFUGAO,22.07445652173913,21.954239130434782,16.024239130434783,90.89869565217391,20.247934782608695,21.101521739130433,0.9229347826086957,26.020652173913046,19.159782608695654,0.9192391304347826,0.9464130434782608,75.17,6.861304347826087,8.705,395.0303260869565
ILOCOS NORTE,25.448913043478264,25.158152173913045,17.211739130434783,84.19836956521739,22.20978260869565,23.684673913043476,0.8642391304347826,28.237065217391304,23.10967391304348,0.8429347826086956,0.8785869565217391,64.32576086956522,5.126847826086957,7.640326086956521,412.62902173913045
ILOCOS SUR,24.23304347826087,24.088152173913045,16.18934782608696,81.25891304347826,20.53641304347826,22.312608695652177,0.8799999999999999,27.42836956521739,21.50804347826087,0.9092391304347827,0.8944565217391305,53.64782608695653,5.9215217391304344,4.9103260869565215,402.27456521739134
ILOILO,25.72,25.677065217391306,18.71728260869565,89.24923913043479,23.718152173913044,24.69760869565217,0.9445652173913043,28.302065217391306,23.722065217391304,0.9370652173913043,0.9683695652173914,73.01304347826087,4.580652173913044,10.137282608695653,421.14021739130436
ISABELA,24.894782608695653,24.998043478260872,17.616739130434784,88.3820652173913,22.8454347826087,23.922065217391303,0.920108695652174,28.78478260869565,22.22869565217391,0.8964130434782609,0.9375,78.59815217391304,6.556413043478261,10.32641304347826,413.1644565217391
KALINGA,22.26858695652174,22.25891304347826,16.216195652173916,91.28152173913043,20.649565217391306,21.454021739130436,0.9181521739130435,26.229347826086954,19.630978260869565,0.9108695652173913,0.9428260869565217,71.40173913043478,6.598804347826087,9.613043478260868,395.2582608695652
LA UNION,22.883804347826086,22.82597826086956,15.93695652173913,85.5104347826087,20.114239130434783,21.469782608695652,0.8872826086956521,26.99554347826087,19.519565217391303,0.9279347826086957,0.9018478260869565,57.80380434782609,7.475869565217391,4.251086956521739,400.19641304347823
LAGUNA,26.07108695652174,25.747934782608695,18.39054347826087,88.22369565217392,23.50663043478261,24.62728260869565,0.9106521739130435,29.147065217391308,23.481195652173913,0.9025,0.93,75.70913043478261,5.6664130434782605,7.909021739130435,413.2497826086957
LANAO DEL NORTE,26.088260869565215,25.69163043478261,18.289782608695653,86.45304347826087,23.15391304347826,24.423804347826085,0.9084782608695652,28.611304347826085,23.639673913043477,0.8993478260869565,0.9233695652173913,74.9941304347826,4.971956521739131,6.363804347826087,420.33043478260873
LANAO DEL SUR,23.48652173913044,23.021847826086958,16.555869565217392,87.47532608695651,20.68282608695652,21.8525,0.8844565217391305,26.599021739130436,20.30141304347826,0.8931521739130435,0.8843478260869565,73.48163043478262,6.297717391304348,4.994021739130434,399.3925
LEYTE,27.639021739130435,27.047934782608696,18.878152173913044,83.96239130434783,24.025978260869564,25.536847826086955,0.8799999999999999,29.25445652173913,25.491521739130434,0.884891304347826,0.9028260869565218,74.7554347826087,3.763913043478261,7.95945652173913,419.31880434782613
MAGUINDANAO DEL SUR,25.815652173913044,25.84989130434783,17.985326086956523,85.42402173913044,23.030108695652174,24.440434782608694,0.8577173913043478,30.152173913043477,22.500217391304346,0.9061956521739131,0.8573913043478261,73.48163043478262,7.651739130434783,8.345,399.3925
MARINDUQUE,27.909999999999997,27.353804347826088,19.066521739130437,83.67858695652174,24.30717391304348,25.830652173913045,0.9032608695652173,28.88510869565217,26.194673913043477,0.8928260869565218,0.9303260869565217,71.11934782608695,2.689891304347826,7.7648913043478265,417.5702173913043
MASBATE,28.251739130434782,27.7375,19.403695652173916,83.53815217391305,24.649021739130436,26.193586956521738,0.8866304347826087,29.249891304347823,26.557826086956524,0.8946739130434783,0.9122826086956521,74.71978260869565,2.691413043478261,8.0075,423.09391304347827
METRO MANILA,25.905434782608697,25.551304347826086,18.11271739130435,87.48195652173914,23.17663043478261,24.36391304347826,0.9063043478260869,28.940434782608694,23.340978260869566,0.8817391304347827,0.9158695652173914,66.58565217391305,5.600434782608696,7.480978260869565,418.9944565217391
MISAMIS OCCIDENTAL,27.773043478260867,27.24554347826087,18.92804347826087,83.11163043478261,24.06163043478261,25.653369565217393,0.8718478260869564,29.180108695652176,25.95163043478261,0.8435869565217391,0.8769565217391303,80.77554347826087,3.2271739130434782,4.997826086956522,416.8959782608696
MISAMIS ORIENTAL,24.309021739130433,24.04391304347826,16.80413043478261,85.12010869565218,21.1825,22.613478260869567,0.8315217391304348,27.988260869565217,21.343478260869563,0.8243478260869566,0.8025,83.22891304347827,6.6450000000000005,4.837173913043478,412.6327173913043
MOUNTAIN PROVINCE,22.07445652173913,21.954239130434782,16.024239130434783,90.89869565217391,20.247934782608695,21.101521739130433,0.9229347826086957,26.020652173913046,19.159782608695654,0.9192391304347826,0.9464130434782608,53.64782608695653,6.861304347826087,8.705,402.27456521739134
NEGROS OCCIDENTAL,24.944782608695654,24.933586956521737,18.36195652173913,90.50141304347825,23.229239130434784,24.082065217391307,0.9382608695652174,27.69728260869565,22.81510869565217,0.9411956521739131,0.9717391304347825,74.4720652173913,4.882065217391304,8.550978260869567,408.37347826086955
NEGROS ORIENTAL,26.245108695652174,25.62728260869565,18.299347826086954,86.5675,23.18489130434783,24.406195652173913,0.9072826086956521,27.835,23.898369565217394,0.9096739130434782,0.9458695652173913,77.32141304347826,3.936521739130435,6.194673913043478,413.16945652173916
NORTHERN SAMAR,27.574565217391307,27.185326086956525,19.013369565217392,84.3263043478261,24.249456521739127,25.717608695652174,0.8996739130434782,29.22489130434783,25.758695652173916,0.9025,0.9221739130434783,70.68369565217391,3.466086956521739,8.800326086956522,420.1569565217392
NUEVA ECIJA,25.402282608695653,25.066521739130433,17.63532608695652,86.9720652173913,22.585869565217394,23.82630434782609,0.8899999999999999,28.73239130434783,22.63891304347826,0.8516304347826086,0.8943478260869565,73.25380434782609,6.093913043478261,6.144021739130435,408.2167391304348
NUEVA VIZCAYA,21.867282608695653,21.79923913043478,15.853260869565217,90.26173913043478,19.964021739130434,20.88195652173913,0.9260869565217391,26.097065217391304,18.940978260869564,0.927391304347826,0.95,75.17,7.156413043478261,7.934782608695652,395.0303260869565
OCCIDENTAL MINDORO,27.50413043478261,27.114347826086956,18.490760869565218,81.49771739130435,23.609239130434784,25.361847826086954,0.9407608695652173,29.03478260869565,25.71271739130435,0.8868478260869566,0.9198913043478261,70.29380434782608,3.3218478260869566,6.515760869565218,416.6272826086956
ORIENTAL MINDORO,25.422065217391303,25.084021739130435,17.994673913043478,88.15989130434782,22.85978260869565,23.972065217391304,0.8906521739130434,28.067173913043476,23.085869565217394,0.8776086956521738,0.918913043478261,71.11934782608695,4.981521739130435,7.4523913043478265,417.5702173913043
PALAWAN,28.879782608695653,28.379347826086956,19.499891304347827,80.86217391304348,24.78641304347826,26.582065217391307,0.9403260869565218,28.720326086956522,28.06086956521739,0.9120652173913043,0.9446739130434783,70.4425,0.66,7.3118478260869555,421.51065217391306
PAMPANGA,25.831304347826087,25.70445652173913,18.099021739130436,87.08695652173913,23.27858695652174,24.491739130434784,0.8271739130434782,29.434565217391306,22.82260869565217,0.7811956521739131,0.8171739130434783,65.61934782608695,6.6125,4.004891304347826,403.5956521739131
PANGASINAN,25.645000000000003,25.73619565217391,17.456739130434784,83.1404347826087,22.477065217391303,24.10663043478261,0.8664130434782608,29.91239130434783,22.449782608695653,0.8728260869565218,0.8690217391304348,65.61934782608695,7.462934782608696,3.7356521739130435,403.5956521739131
QUEZON,27.629891304347826,27.07619565217391,19.11913043478261,85.38097826086957,24.3675,25.72076086956522,0.9109782608695652,28.68586956521739,25.95619565217391,0.8976086956521739,0.9225000000000001,68.53619565217392,2.7295652173913045,8.33,419.66804347826087
QUIRINO,24.558804347826086,24.37173913043478,17.228369565217392,88.45967391304347,22.188695652173912,23.27945652173913,0.9335869565217392,28.287934782608694,21.804347826086957,0.917608695652174,0.9552173913043478,75.17,6.483260869565218,8.72086956521739,395.0303260869565
RIZAL,25.905434782608697,25.551304347826086,18.11271739130435,87.48195652173914,23.17663043478261,24.36391304347826,0.9063043478260869,28.940434782608694,23.340978260869566,0.8817391304347827,0.9158695652173914,75.70913043478261,5.600434782608696,7.480978260869565,413.2497826086957
ROMBLON,28.565,27.901739130434784,19.134021739130436,81.18271739130435,24.36934782608696,26.135760869565214,0.9078260869565217,28.594239130434783,27.20358695652174,0.8953260869565218,0.9322826086956522,74.96695652173914,1.390108695652174,9.457282608695653,422.1536956521739
SAMAR,26.570543478260866,26.217173913043478,18.562826086956523,86.75228260869565,23.69858695652174,24.957608695652173,0.8711956521739131,29.365434782608695,24.052934782608695,0.8724999999999999,0.8869565217391304,70.65304347826087,5.312282608695653,8.39391304347826,418.41228260869565
SARANGANI,25.957282608695653,25.361739130434785,17.567065217391306,84.0591304347826,22.343695652173913,23.852717391304346,0.7517391304347826,28.45173913043478,23.05663043478261,0.7332608695652173,0.7364130434782609,67.67293478260869,5.3951086956521745,4.379239130434782,420.07195652173914
SIQUIJOR,29.17304347826087,28.475760869565217,19.320760869565216,79.60510869565218,24.60554347826087,26.54054347826087,0.9147826086956521,29.036739130434785,27.911521739130436,0.7922826086956521,0.8282608695652174,77.32141304347826,1.1251086956521739,3.8073913043478265,413.16945652173916
SORSOGON,27.06695652173913,26.729347826086954,18.77641304347826,85.45086956521739,23.98586956521739,25.357934782608694,0.9236956521739131,29.436956521739127,24.89630434782609,0.9271739130434782,0.9484782608695653,74.71978260869565,4.539347826086956,9.28032608695652,423.09391304347827
SOUTH COTABATO,25.662499999999998,25.511304347826087,17.379565217391306,83.1491304347826,22.248586956521738,23.879565217391306,0.6803260869565217,29.61826086956522,22.20413043478261,0.6622826086956521,0.6515217391304348,74.28510869565218,7.414999999999999,4.602282608695653,401.6651086956522
SOUTHERN LEYTE,27.825,27.066195652173914,18.93195652173913,83.94728260869564,24.059565217391306,25.5625,0.8839130434782608,28.966195652173912,25.699782608695653,0.8895652173913043,0.9110869565217391,75.07836956521739,3.267065217391304,7.8611956521739135,419.94195652173914
SULTAN KUDARAT,23.361739130434785,22.999673913043477,16.47891304347826,87.73271739130435,20.71108695652174,21.854782608695654,0.7614130434782609,26.945543478260866,20.10739130434783,0.7942391304347827,0.7390217391304347,74.28510869565218,6.837282608695652,4.152065217391304,401.6651086956522
SULU,29.441195652173914,28.294999999999998,18.54391304347826,77.30173913043478,23.92032608695652,26.107608695652175,0.671304347826087,29.32597826086957,27.352608695652176,0.691304347826087,0.7,68.78532608695652,1.9732608695652174,2.4572826086956523,421.30934782608693
SURIGAO DEL NORTE,26.609239130434784,26.004673913043476,18.395326086956523,86.2545652173913,23.340108695652173,24.671956521739133,0.8392391304347825,29.21369565217391,24.04945652173913,0.855,0.8335869565217391,77.64576086956522,5.165,7.397065217391304,415.63858695652175
SURIGAO DEL SUR,27.29836956521739,26.82228260869565,18.60141304347826,83.5745652173913,23.69858695652174,25.26010869565217,0.8806521739130434,29.270000000000003,25.192391304347826,0.8915217391304348,0.8892391304347826,71.3367391304348,4.0773913043478265,7.81,418.441847826087
TARLAC,25.748695652173915,25.941086956521737,17.99532608695652,85.82228260869564,23.234130434782607,24.58771739130435,0.8281521739130434,30.09728260869565,22.718152173913044,0.7833695652173914,0.8164130434782608,65.61934782608695,7.379347826086956,3.6560869565217393,403.5956521739131
TAWI-TAWI,29.68413043478261,28.411847826086955,18.8,77.88141304347826,24.1725,26.29141304347826,0.6672826086956521,28.964130434782607,27.84173913043478,0.6806521739130434,0.6873913043478261,68.16119565217392,1.1230434782608696,2.779782608695652,422.71826086956526
ZAMBALES,27.650543478260868,27.190652173913044,18.4425,81.48478260869565,23.686956521739127,25.438478260869566,0.8685869565217391,29.331304347826087,25.443043478260872,0.8176086956521739,0.845108695652174,65.61934782608695,3.8876086956521743,3.6691304347826086,403.5956521739131
ZAMBOANGA DEL NORTE,27.132065217391304,26.712391304347825,18.757717391304347,84.84391304347827,23.90608695652174,25.30923913043478,0.8459782608695652,28.875978260869566,25.08760869565217,0.8023913043478261,0.8333695652173914,80.44673913043479,3.7875,4.811195652173913,421.79869565217393
ZAMBOANGA DEL SUR,24.98891304347826,24.89358695652174,18.00989130434783,88.84858695652174,22.827391304347824,23.86086956521739,0.8884782608695652,28.279347826086955,22.446521739130436,0.8629347826086956,0.8930434782608695,74.9941304347826,5.833478260869565,4.8417391304347825,420.33043478260873
ZAMBOANGA SIBUGAY,27.132065217391304,26.712391304347825,18.757717391304347,84.84391304347827,23.90608695652174,25.30923913043478,0.8459782608695652,28.875978260869566,25.08760869565217,0.8023913043478261,0.8333695652173914,75.6045652173913,3.7875,4.811195652173913,421.0326086956522
